price,location,surface,rooms,heating,furniture,type,elevator,garage,infrastructure,floor,yearOfBuild,state
139000,Bulevar Oslobođenja,74,3.0,centralno grejanje,2,Stan u zgradi,ima lift (2),1,terasa,7,2000.0,uobičajeno stanje
81400,Adice,41,2.0,centralno grejanje,2,Stan u zgradi,ima lift (2),1,terasa,2,2000.0,u izgradnji
142050,Adice,81,4.0,centralno grejanje,2,Stan u zgradi,ima lift (2),1,terasa,1,2000.0,u izgradnji
108300,Adice,60,3.0,centralno grejanje,2,Stan u zgradi,ima lift (2),1,terasa,1,2000.0,u izgradnji
76600,Adice,38,2.0,centralno grejanje,2,Stan u zgradi,ima lift (2),1,terasa,2,2000.0,u izgradnji
142050,Adice,81,4.0,centralno grejanje,2,Stan u zgradi,ima lift (2),1,terasa,1,2000.0,u izgradnji
108300,Adice,60,3.0,centralno grejanje,2,Stan u zgradi,ima lift (2),1,terasa,1,2000.0,u izgradnji
138400,Nova Detelinara,84,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2006.0,uobičajeno stanje
512940,Bulevar Patrijarha Pavla,276,4.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,4,2020.0,uobičajeno stanje
210000,Stari Grad,107,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,uobičajeno stanje
109000,Grbavica,46,2.0,grejanje na gas,1,Stan u zgradi,ima lift (1),1,terasa,2,2020.0,uobičajeno stanje
39100,Nova Detelinara,19,1.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,0,1984.0,uobičajeno stanje
139000,Podbara,47,3.0,grejanje na gas,1,Stan u zgradi,ima lift (1),1,terasa,3,2019.0,uobičajeno stanje
159650,Cara Dušana,63,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,4,2000.0,uobičajeno stanje
156700,Veternik,85,5.0,etažno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
81400,Cara Dušana,28,1.0,grejanje na gas,1,Stan u zgradi,ima lift (1),1,terasa,4,2014.0,uobičajeno stanje
130800,Novo Naselje,59,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,4,1991.0,uobičajeno stanje
144200,Novo Naselje,58,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,2,1988.0,uobičajeno stanje
375950,Socijalno,181,5.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,3,2016.0,uobičajeno stanje
79300,Bulevar Patrijarha Pavla,28,1.0,etažno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,7,2017.0,uobičajeno stanje
360500,Bulevar Oslobođenja,108,4.0,centralno grejanje,2,Stan u zgradi,ima lift (2),1,"prilaz za invalide, dvorište, alarm, terase (2)",4,2017.0,luksuzno
206000,Bulevar Oslobođenja,89,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, dvorište, alarm, terase (2)",4,2017.0,renovirano
154500,Nova Detelinara,98,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2011.0,renovirano
164800,Bulevar Evrope,75,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2011.0,renovirano
144000,Stari Grad,73,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2006.0,renovirano
108150,Bulevar Patrijarha Pavla,45,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",1,2006.0,novo
133900,Bulevar Evrope,63,3.0,etažno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2006.0,novo
97850,Grbavica,34,1.0,etažno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,1900.0,u izgradnji
133900,Grbavica,52,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,1979.0,u izgradnji
135450,Nova Detelinara,46,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2000.0,u izgradnji
135450,Nova Detelinara,46,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2000.0,u izgradnji
129150,Novo Naselje,66,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,u izgradnji
130000,Bulevar Oslobođenja,61,3.0,centralno grejanje,0,Stan u zgradi,ima lift (2),1,"prilaz za invalide, podrum, terasa",14,1970.0,renovirano
41200,Adice,25,1.0,grejanje na gas,0,Stan u zgradi,ima lift (2),1,"prilaz za invalide, podrum, terasa",1,1970.0,novo
164800,Veternik,74,4.0,grejanje na gas,0,Stan u zgradi,ima lift (2),1,terasa,2,2021.0,novo
139050,Bulevar Oslobođenja,74,3.0,centralno grejanje,0,Stan u zgradi,ima lift (2),1,terasa,7,2021.0,uobičajeno stanje
130000,Grbavica,52,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2021.0,renovirano
97850,Novo Naselje,48,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2021.0,renovirano
154500,Veternik,77,4.0,etažno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2021.0,novo
124630,Novo Naselje,55,3.0,etažno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,1985.0,uobičajeno stanje
145230,Nova Detelinara,47,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,uobičajeno stanje
150480,Grbavica,59,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0,uobičajeno stanje
130000,Bulevar Oslobođenja,61,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,14,2020.0,uobičajeno stanje
230000,Bulevar Oslobođenja,96,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",4,2020.0,uobičajeno stanje
325000,Bulevar Evrope,146,5.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",2,2020.0,uobičajeno stanje
250000,Stari Grad,95,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",3,2020.0,uobičajeno stanje
112000,Adice,62,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",1,2020.0,uobičajeno stanje
220000,Stari Grad,180,5.0,centralno grejanje,0,Dupleks,ima lift (1),1,terasa,3,2010.0,novo
120000,Adice,116,4.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,novo
154500,Stari Grad,40,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,1968.0,novo
70450,Sremska Kamenica,57,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,1980.0,novo
51500,Novo Naselje,31,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1977.0,novo
108600,Novo Naselje,51,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,1990.0,uobičajeno stanje
142140,Bulevar Oslobođenja,46,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,7,2005.0,uobičajeno stanje
135440,Sajmište,46,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2005.0,uobičajeno stanje
41200,Adice,25,1.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2005.0,uobičajeno stanje
103000,Veternik,58,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2005.0,u izgradnji
174000,Nova Detelinara,114,5.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,5,2005.0,u izgradnji
175100,Stari Grad,79,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2005.0,uobičajeno stanje
128750,Rotkvarija,49,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2005.0,uobičajeno stanje
133900,Veternik,98,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terase (2),1,2018.0,novo
105060,Veternik,58,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2018.0,u izgradnji
112500,Bulevar Oslobođenja,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2018.0,u izgradnji
30900,Veternik,13,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2018.0,u izgradnji
32960,Veternik,13,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2018.0,u izgradnji
75190,Grbavica,30,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2018.0,u izgradnji
145230,Podbara,47,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,lođa,2,2018.0,renovirano
216300,Grbavica,75,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2002.0,renovirano
695250,Bulevar Oslobođenja,204,7.0,podno grejanje,2,Stan u zgradi,ima lift (1),1,"podrum, terase (3+)",2,2021.0,novo
99999,rare_location,52,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terase (3+)",1,2021.0,potrebno renoviranje
37080,Veternik,19,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terase (3+)",1,2021.0,u izgradnji
309000,Telep,139,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terase (3+)",4,2021.0,u izgradnji
131900,Nova Detelinara,47,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,3,2021.0,novo
164800,Stari Grad,100,4.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,5,2007.0,uobičajeno stanje
278000,Stari Grad,82,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,1951.0,uobičajeno stanje
131400,Detelinara,58,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,1970.0,uobičajeno stanje
70970,Sajmište,24,1.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,uobičajeno stanje
190550,Veternik,106,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,novo
156560,Veternik,95,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,novo
89300,Veternik,51,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,novo
111300,Stari Grad,52,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2005.0,uobičajeno stanje
220800,Veternik,134,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,novo
149350,Liman 4,74,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1982.0,uobičajeno stanje
110000,Adamovićevo Naselje,50,2.0,grejanje na gas,1,Stan u zgradi,ima lift (1),1,"dvorište, terasa",1,2000.0,renovirano
98420,Stara Detelinara,49,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"podrum, terasa",2,2000.0,renovirano
106090,Železnička stanica,42,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"podrum, terasa",6,1900.0,uobičajeno stanje
123600,Novo Naselje,39,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,1900.0,novo
121540,Grbavica,57,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2004.0,uobičajeno stanje
86520,Petrovaradin,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2004.0,uobičajeno stanje
216000,Petrovaradin,106,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2004.0,uobičajeno stanje
328570,Stari Grad,110,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2004.0,u izgradnji
133900,Grbavica,52,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1965.0,uobičajeno stanje
128650,Bulevar Patrijarha Pavla,47,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,5,2018.0,uobičajeno stanje
108150,Telep,45,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2012.0,u izgradnji
114200,Telep,56,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2024.0,u izgradnji
140800,Petrovaradin,73,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2024.0,u izgradnji
94500,Avijatičarsko Naselje,51,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,1980.0,uobičajeno stanje
206000,Bulevar Patrijarha Pavla,94,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,1980.0,u izgradnji
118450,Socijalno,46,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,1980.0,u izgradnji
83000,Novo Naselje,39,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,1980.0,uobičajeno stanje
123600,Železnička stanica,50,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,7,1980.0,uobičajeno stanje
169950,Sajmište,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1980.0,uobičajeno stanje
51500,Podbara,30,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,0,1980.0,uobičajeno stanje
76200,Socijalno,39,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,1980.0,uobičajeno stanje
119000,Grbavica,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,1980.0,renovirano
65000,Veternik,37,2.0,podno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,2,1980.0,novo
94550,Sajmište,51,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",1,1980.0,potrebno renoviranje
76220,Stari Grad,29,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1980.0,u izgradnji
128750,Nova Detelinara,50,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2009.0,uobičajeno stanje
36000,Nova Detelinara,16,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2005.0,uobičajeno stanje
174000,Salajka,84,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2005.0,u izgradnji
159080,Telep,72,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2005.0,u izgradnji
243030,Telep,110,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2005.0,u izgradnji
135440,Sajmište,46,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2005.0,u izgradnji
144753,Telep,69,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2005.0,u izgradnji
57680,Podbara,27,1.0,grejanje na struju,0,Stan u zgradi,ima lift (1),1,terasa,1,2005.0,renovirano
71100,Stara Detelinara,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2005.0,potrebno renoviranje
79300,Detelinara,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1960.0,uobičajeno stanje
95500,Petrovaradin,49,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,4,2015.0,novo
156560,Veternik,85,4.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2015.0,novo
118350,Grbavica,44,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,4,2015.0,novo
67465,Grbavica,23,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2015.0,uobičajeno stanje
278700,Stari Grad,82,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2015.0,u izgradnji
85490,Cara Dušana,43,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,1970.0,uobičajeno stanje
119000,Grbavica,47,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,1970.0,uobičajeno stanje
185760,Telep,86,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,u izgradnji
152715,Telep,71,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
97850,Bulevar Oslobođenja,34,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,renovirano
70000,Bulevar Oslobođenja,20,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,uobičajeno stanje
201000,Stari Grad,78,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,6,1965.0,uobičajeno stanje
125500,Telep,58,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
447500,Stari Grad,145,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
216300,Grbavica,92,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2005.0,novo
123600,Adice,68,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2016.0,novo
190350,Salajka,88,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2016.0,u izgradnji
196000,Liman 3,53,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2016.0,uobičajeno stanje
97850,Socijalno,27,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2001.0,uobičajeno stanje
169950,Liman 2,78,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,10,1978.0,uobičajeno stanje
142000,Veternik,81,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,u izgradnji
125930,Telep,57,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,u izgradnji
81580,Veternik,44,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
133900,Grbavica,53,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,uobičajeno stanje
229000,Stari Grad,99,4.0,centralno grejanje,0,Dupleks,ima lift (1),1,terasa,3,2020.0,novo
247200,Liman 4,74,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2020.0,uobičajeno stanje
123600,Stari Grad,38,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,renovirano
90130,Socijalno,25,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,uobičajeno stanje
128750,Novo Naselje,62,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,uobičajeno stanje
170845,Petrovaradin,88,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
133900,Bulevar Evrope,63,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terase (2),1,2017.0,u izgradnji
81580,Veternik,44,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2017.0,novo
181700,Sajmište,63,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2017.0,novo
111000,Bulevar Oslobođenja,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2017.0,novo
95500,Petrovaradin,49,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,2010.0,novo
206000,Nova Detelinara,96,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2010.0,novo
187460,Stari Grad,70,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2013.0,uobičajeno stanje
126900,Liman 4,56,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2013.0,uobičajeno stanje
137000,Liman,68,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,10,1965.0,uobičajeno stanje
167900,Socijalno,70,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,1965.0,uobičajeno stanje
115360,Bulevar Oslobođenja,40,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2009.0,u izgradnji
217500,Lipov Gaj,160,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2009.0,u izgradnji
131650,Klisa,83,4.0,etažno grejanje,0,Dupleks,ima lift (1),1,terasa,1,2009.0,novo
56650,Salajka,21,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2009.0,novo
44800,Bulevar Evrope,18,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,6,2009.0,renovirano
62970,Adice,37,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2009.0,novo
67150,Adice,39,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2009.0,novo
72130,Adice,42,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2009.0,novo
67810,Adice,39,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2009.0,novo
85600,Adice,51,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2009.0,novo
82000,Adice,49,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2009.0,novo
79220,Adice,46,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2009.0,novo
94020,Adice,58,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2009.0,novo
82400,rare_location,45,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,novo
178400,Sajmište,63,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,novo
206000,Nova Detelinara,94,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),3,2020.0,novo
229000,Kej,99,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),3,2020.0,novo
154500,Novo Naselje,81,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2011.0,uobičajeno stanje
82400,rare_location,45,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2011.0,u izgradnji
84500,Novo Naselje,46,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,1998.0,uobičajeno stanje
76220,Novo Naselje,34,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2003.0,uobičajeno stanje
207940,Stari Grad,49,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,4,2003.0,luksuzno
72000,Sajmište,37,2.0,grejanje na struju,0,Dupleks,ima lift (1),1,terasa,1,2003.0,luksuzno
103000,Adamovićevo Naselje,69,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,6,2003.0,luksuzno
56650,Salajka,21,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2003.0,luksuzno
150070,Cara Dušana,62,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2003.0,uobičajeno stanje
126000,Klisa,81,4.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2003.0,novo
98600,Salajka,44,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2003.0,uobičajeno stanje
58400,Stari Grad,21,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2003.0,uobičajeno stanje
92700,Salajka,47,2.0,grejanje na struju,2,Dvorišni stan,ima lift (1),1,terasa,1,2003.0,uobičajeno stanje
107530,Rotkvarija,36,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2003.0,novo
103000,Nova Detelinara,55,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2003.0,novo
185400,Bulevar Oslobođenja,75,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2003.0,uobičajeno stanje
139050,Grbavica,53,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2003.0,renovirano
77250,Železnička stanica,27,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2003.0,renovirano
82400,Stara Detelinara,47,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"podrum, terasa",3,2003.0,renovirano
95000,Rotkvarija,27,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2003.0,novo
336600,Liman 3,102,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,2,2003.0,renovirano
123600,Grbavica,62,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2003.0,uobičajeno stanje
159650,Stari Grad,62,3.0,grejanje na struju,2,Stan u zgradi,ima lift (1),1,terasa,1,2003.0,renovirano
75000,Telep,29,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,novo
126000,Salajka,60,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2020.0,novo
148500,Novo Naselje,70,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0,uobičajeno stanje
175100,Spens,62,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0,uobičajeno stanje
119000,Grbavica,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0,renovirano
58400,Stari Grad,21,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,uobičajeno stanje
137400,Nova Detelinara,58,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2004.0,uobičajeno stanje
111000,Telep,59,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2017.0,uobičajeno stanje
194600,Stari Grad,51,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2023.0,u izgradnji
231700,Sajmište,72,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2014.0,uobičajeno stanje
98000,Avijatičarsko Naselje,53,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,1978.0,uobičajeno stanje
135400,Bulevar Oslobođenja,46,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,1980.0,uobičajeno stanje
199610,Kej,76,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,1979.0,uobičajeno stanje
124125,Bulevar Patrijarha Pavla,50,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2016.0,uobičajeno stanje
87550,Novo Naselje,47,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,2,2016.0,uobičajeno stanje
108150,Stara Detelinara,58,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,"dvorište, podrum, terasa",3,1970.0,potrebno renoviranje
138230,Bulevar Oslobođenja,61,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,14,1970.0,potrebno renoviranje
123600,Telep,57,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2021.0,novo
143100,Podbara,72,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",4,2021.0,renovirano
107000,rare_location,69,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,2,2021.0,novo
111240,Novo Naselje,70,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2021.0,uobičajeno stanje
147500,Telep,62,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,novo
75600,Telep,29,1.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,novo
87250,Telep,35,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,novo
