price,location,surface,rooms,heating,furniture,type,elevator,garage,infrastructure,floor,yearOfBuild,state
59250,Telep,23,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2005.0,uobičajeno stanje
124630,Liman 4,53,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",1,2005.0,renovirano
108900,Nova Detelinara,45,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2006.0,novo
113300,Nova Detelinara,45,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,4,2006.0,uobičajeno stanje
160000,Grbavica,91,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,2006.0,uobičajeno stanje
134400,Petrovaradin,87,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2010.0,novo
125900,Klisa,81,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,"terasa, lođa",1,2010.0,u izgradnji
131600,Podbara,71,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2009.0,novo
89610,Bulevar Oslobođenja,30,1.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,5,2009.0,novo
82400,Petrovaradin,45,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2009.0,novo
120000,Nova Detelinara,66,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terase (2),1,2009.0,novo
53000,Klisa,24,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terase (2),1,2009.0,novo
62600,Novo Naselje,30,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terase (2),1,2009.0,novo
144720,Novo Naselje,77,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2009.0,uobičajeno stanje
175100,Liman,69,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2009.0,uobičajeno stanje
47000,Klisa,28,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,novo
99800,Socijalno,39,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,novo
169950,Bulevar Patrijarha Pavla,83,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,novo
76390,Podbara,26,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,renovirano
118450,Socijalno,46,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2020.0,renovirano
103000,Bulevar Oslobođenja,35,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2020.0,uobičajeno stanje
118900,Podbara,48,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2020.0,u izgradnji
145300,Podbara,59,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
100940,Nova Detelinara,44,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2020.0,uobičajeno stanje
71070,Nova Detelinara,28,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2020.0,uobičajeno stanje
55000,Železnička stanica,32,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2020.0,uobičajeno stanje
83500,Telep,43,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,novo
82390,Petrovaradin,41,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",3,2020.0,novo
81970,rare_location,56,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0,u izgradnji
32960,Veternik,16,1.0,grejanje na struju,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,novo
68290,Adice,39,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
68000,Nova Detelinara,25,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2020.0,u izgradnji
116700,Socijalno,43,2.0,grejanje na struju,2,Dvorišni stan,ima lift (1),1,podrum,1,2020.0,renovirano
121500,Podbara,68,4.0,centralno grejanje,0,Dvorišni stan,ima lift (1),1,terasa,4,2005.0,uobičajeno stanje
80340,Sremska Kamenica,39,2.0,centralno grejanje,0,Dvorišni stan,ima lift (1),1,terasa,1,2023.0,novo
164800,Grbavica,60,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,uobičajeno stanje
103000,Liman 4,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"dvorište, terasa",4,2023.0,renovirano
83500,Liman,36,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2023.0,renovirano
265000,Stari Grad,99,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,renovirano
299940,Stari Grad,104,4.0,centralno grejanje,1,Salonac,ima lift (1),1,terasa,4,2023.0,renovirano
123500,Novo Naselje,65,3.0,centralno grejanje,2,Salonac,ima lift (1),1,terasa,4,2023.0,novo
128750,Telep,77,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,1991.0,u izgradnji
183340,Bulevar Patrijarha Pavla,81,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,renovirano
93700,Stara Detelinara,37,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
157500,Petrovaradin,93,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2020.0,uobičajeno stanje
74000,Petrovaradin,36,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
77250,Telep,33,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,3,2018.0,uobičajeno stanje
92700,Bulevar Oslobođenja,34,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2000.0,uobičajeno stanje
185400,Stari Grad,63,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,1928.0,uobičajeno stanje
144600,Podbara,76,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2000.0,uobičajeno stanje
149350,Socijalno,63,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2014.0,uobičajeno stanje
154500,Stari Grad,92,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2000.0,uobičajeno stanje
99900,Petrovaradin,46,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2019.0,uobičajeno stanje
99900,Grbavica,38,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2008.0,uobičajeno stanje
139000,Bulevar Oslobođenja,59,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,1985.0,uobičajeno stanje
79000,Bulevar Evrope,28,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,7,2016.0,uobičajeno stanje
87500,Liman 3,39,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,1982.0,uobičajeno stanje
162200,Sremska Kamenica,105,4.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
162200,Sremska Kamenica,105,4.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
236900,Podbara,96,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2023.0,u izgradnji
288000,Stari Grad,104,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1930.0,uobičajeno stanje
86400,Petrovaradin,42,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,uobičajeno stanje
123000,Grbavica,43,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,novo
99000,Liman 4,52,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,lođa,1,2023.0,uobičajeno stanje
143220,Nova Detelinara,76,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,lođa,4,2023.0,uobičajeno stanje
133900,Bulevar Oslobođenja,63,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,lođa,1,2023.0,uobičajeno stanje
133900,Bulevar Oslobođenja,63,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",1,2023.0,uobičajeno stanje
92700,Nova Detelinara,40,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,uobičajeno stanje
189000,Stari Grad,61,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,renovirano
87550,Bulevar Oslobođenja,34,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,renovirano
118500,Grbavica,47,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2023.0,renovirano
133480,Stari Grad,72,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
411000,Rotkvarija,125,5.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
111240,Adice,72,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
164800,Petrovaradin,80,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,uobičajeno stanje
139050,Bulevar Evrope,56,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2016.0,uobičajeno stanje
135000,Sajmište,67,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2011.0,uobičajeno stanje
181280,Salajka,89,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,uobičajeno stanje
220340,Tatarsko Brdo,95,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,uobičajeno stanje
111240,Adice,72,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,uobičajeno stanje
130000,Adice,83,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"terase (2), lođa",2,2023.0,u izgradnji
123600,Cara Dušana,48,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,u izgradnji
134000,Grbavica,52,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"podrum, terasa",1,2023.0,renovirano
114130,Nova Detelinara,47,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2010.0,renovirano
105700,Podbara,54,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2010.0,renovirano
123600,Stari Grad,81,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,renovirano
103000,Sajmište,41,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2008.0,u izgradnji
56650,Detelinara,23,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2001.0,uobičajeno stanje
77500,Novo Naselje,50,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2001.0,uobičajeno stanje
69220,Adice,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2001.0,uobičajeno stanje
283420,Sajmište,105,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2023.0,uobičajeno stanje
119850,Salajka,55,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2023.0,uobičajeno stanje
72090,Klisa,38,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
108560,Železnička stanica,62,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,uobičajeno stanje
255750,Sajmište,95,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,uobičajeno stanje
283420,Sajmište,105,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
283420,Sajmište,105,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,uobičajeno stanje
140410,Podbara,59,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
37100,Adice,28,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
176130,Bulevar Oslobođenja,57,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2022.0,uobičajeno stanje
255750,Sajmište,95,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
105000,Podbara,44,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,uobičajeno stanje
82400,Novo Naselje,55,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2000.0,uobičajeno stanje
319000,Stari Grad,110,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2000.0,novo
235000,Nova Detelinara,113,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2000.0,renovirano
128700,Bulevar Oslobođenja,51,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2000.0,uobičajeno stanje
133900,Bulevar Oslobođenja,61,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,14,1970.0,uobičajeno stanje
105050,Veternik,57,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,u izgradnji
63900,Veternik,28,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,u izgradnji
103000,Veternik,57,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,u izgradnji
100950,Veternik,55,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,u izgradnji
61800,Veternik,28,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,u izgradnji
60800,Veternik,26,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,u izgradnji
98900,Veternik,55,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,u izgradnji
59750,Veternik,26,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,u izgradnji
143700,Stari Grad,72,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,1960.0,uobičajeno stanje
105050,Sajmište,44,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2006.0,uobičajeno stanje
185400,Novo Naselje,90,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2011.0,uobičajeno stanje
75200,Bulevar Patrijarha Pavla,26,1.0,etažno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,1900.0,uobičajeno stanje
74500,Kej,30,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,1900.0,uobičajeno stanje
191770,Telep,89,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,1900.0,uobičajeno stanje
58550,Bulevar Evrope,27,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,1900.0,uobičajeno stanje
73200,Bulevar Evrope,31,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,1900.0,uobičajeno stanje
217000,Bulevar Evrope,105,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,1900.0,uobičajeno stanje
162470,Bulevar Evrope,79,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,1900.0,uobičajeno stanje
77250,Železnička stanica,41,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,5,1900.0,uobičajeno stanje
199000,Rotkvarija,85,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,8,1900.0,novo
268000,Cara Dušana,124,5.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,6,1900.0,novo
125000,Adice,68,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terase (2),1,1900.0,novo
220000,Stari Grad,69,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terase (2),2,2020.0,novo
206000,Socijalno,91,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,novo
97850,Petrovaradin,43,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,novo
152450,Spens,57,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0,renovirano
59740,Salajka,27,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2020.0,novo
108150,Salajka,40,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,novo
67490,Detelinara,26,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,u izgradnji
97930,Detelinara,38,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,u izgradnji
85910,Petrovaradin,42,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2023.0,u izgradnji
119480,Liman 4,53,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
92700,Nova Detelinara,40,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,uobičajeno stanje
92700,Nova Detelinara,40,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,uobičajeno stanje
92700,Nova Detelinara,40,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,uobičajeno stanje
95800,Podbara,46,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
129000,Nova Detelinara,44,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,u izgradnji
218240,Veternik,96,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
195700,Salajka,71,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,u izgradnji
40790,Salajka,22,1.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,u izgradnji
135960,Tatarsko Brdo,75,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,u izgradnji
79000,Stari Grad,28,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,novo
84980,Nova Detelinara,35,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2006.0,uobičajeno stanje
37080,Salajka,18,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2006.0,uobičajeno stanje
195700,Grbavica,66,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2006.0,uobičajeno stanje
123600,Telep,75,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,uobičajeno stanje
140000,Rotkvarija,35,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,9,2010.0,novo
150000,Adice,77,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,novo
131500,Sajmište,46,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,uobičajeno stanje
41000,Socijalno,21,1.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,5,2010.0,novo
130000,Sajmište,65,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",2,2010.0,novo
145000,Grbavica,59,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",3,2010.0,novo
125000,Bulevar Oslobođenja,51,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",5,2010.0,novo
105000,Bulevar Patrijarha Pavla,45,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",1,2010.0,novo
93000,Podbara,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,podrum,1,2010.0,novo
139050,Bulevar Evrope,56,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,novo
56650,Salajka,21,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2000.0,novo
96850,Bulevar Patrijarha Pavla,34,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
87550,Novo Naselje,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
195700,Stari Grad,79,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",1,2022.0,uobičajeno stanje
291200,Stari Grad,104,4.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,"terasa, lođa",4,1990.0,renovirano
70500,Salajka,30,1.0,grejanje na gas,1,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,renovirano
64890,Grbavica,24,1.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,3,2010.0,renovirano
70967,Telep,29,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,uobičajeno stanje
299940,Stari Grad,104,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2010.0,uobičajeno stanje
77250,Bulevar Oslobođenja,27,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2010.0,novo
126689,Spens,41,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2010.0,novo
116780,Bulevar Patrijarha Pavla,49,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,u izgradnji
123599,Avijatičarsko Naselje,60,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),1,2010.0,renovirano
97850,Nova Detelinara,50,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),6,2010.0,renovirano
106500,Grbavica,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),2,2010.0,renovirano
164800,Grbavica,67,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),1,2010.0,novo
87550,Salajka,27,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,3,2010.0,novo
130810,Novo Naselje,59,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,1990.0,novo
119479,Liman 4,53,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0,renovirano
121550,Petrovaradin,59,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0,u izgradnji
128750,Bulevar Oslobođenja,51,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,7,1990.0,u izgradnji
218500,Petrovaradin,116,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
252300,Stari Grad,85,4.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,3,2017.0,u izgradnji
127205,Novo Naselje,65,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,4,1974.0,uobičajeno stanje
92700,Telep,58,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,uobičajeno stanje
159650,Nova Detelinara,52,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2002.0,novo
216600,Stari Grad,74,3.0,centralno grejanje,0,Salonac,ima lift (1),1,"podrum, terasa",3,2002.0,novo
72100,Petrovaradin,50,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2002.0,novo
103000,Bulevar Oslobođenja,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,9,2002.0,novo
120500,Detelinara,45,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2002.0,renovirano
116780,Nova Detelinara,45,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,renovirano
149350,Grbavica,58,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,1960.0,renovirano
119000,Grbavica,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,1990.0,renovirano
154500,Bulevar Oslobođenja,59,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,1990.0,renovirano
119480,Liman 4,53,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0,renovirano
154500,Bulevar Oslobođenja,62,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,1990.0,renovirano
84750,Adice,61,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,1990.0,u izgradnji
148500,Telep,70,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0,novo
137000,Telep,63,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0,novo
104000,Salajka,42,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,1990.0,novo
105000,Socijalno,39,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0,novo
146750,Salajka,75,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2014.0,u izgradnji
154500,Bulevar Oslobođenja,60,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2004.0,u izgradnji
84460,Futoški put,46,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",3,1980.0,uobičajeno stanje
159650,Nova Detelinara,52,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,1980.0,uobičajeno stanje
159650,Nova Detelinara,52,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,1980.0,uobičajeno stanje
127620,Telep,54,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,1980.0,u izgradnji
129540,Telep,55,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,1980.0,u izgradnji
