,price,location,surface,rooms,heating,furniture,type,elevator,garage,infrastructure,floor,yearOfBuild,state
213,150000,Podbara,49,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,4,2014.0,novo
214,97430,Telep,49,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2014.0,uobičajeno stanje
215,97850,Bulevar Evrope,41,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2014.0,novo
216,139050,Bulevar Evrope,71,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2014.0,novo
217,59740,Detelinara,24,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,6,2014.0,novo
218,138980,Bulevar Patrijarha Pavla,66,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),4,2014.0,novo
219,54600,Novo Naselje,22,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),3,1990.0,uobičajeno stanje
220,132870,Nova Detelinara,83,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,1990.0,novo
221,60500,Novo Naselje,24,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0,novo
222,167890,Nova Detelinara,93,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,1990.0,uobičajeno stanje
223,59250,Telep,23,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2005.0,uobičajeno stanje
224,124630,Liman 4,53,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",1,2005.0,renovirano
225,108900,Nova Detelinara,45,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2006.0,novo
226,113300,Nova Detelinara,45,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,4,2006.0,uobičajeno stanje
227,160000,Grbavica,91,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,2006.0,uobičajeno stanje
228,134400,Petrovaradin,87,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2010.0,novo
229,125900,Klisa,81,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,"terasa, lođa",1,2010.0,u izgradnji
230,131600,Podbara,71,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2009.0,novo
231,89610,Bulevar Oslobođenja,30,1.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,5,2009.0,novo
232,82400,Petrovaradin,45,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2009.0,novo
233,120000,Nova Detelinara,66,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terase (2),1,2009.0,novo
234,53000,Klisa,24,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terase (2),1,2009.0,novo
235,62600,Novo Naselje,30,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terase (2),1,2009.0,novo
236,144720,Novo Naselje,77,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2009.0,uobičajeno stanje
237,175100,Liman,69,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2009.0,uobičajeno stanje
238,47000,Klisa,28,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,novo
239,99800,Socijalno,39,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,novo
240,169950,Bulevar Patrijarha Pavla,83,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,novo
241,76390,Podbara,26,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,renovirano
242,118450,Socijalno,46,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2020.0,renovirano
243,103000,Bulevar Oslobođenja,35,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2020.0,uobičajeno stanje
244,118900,Podbara,48,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2020.0,u izgradnji
245,145300,Podbara,59,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
246,100940,Nova Detelinara,44,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2020.0,uobičajeno stanje
247,71070,Nova Detelinara,28,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2020.0,uobičajeno stanje
248,55000,Železnička stanica,32,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2020.0,uobičajeno stanje
249,83500,Telep,43,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,novo
250,82390,Petrovaradin,41,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",3,2020.0,novo
251,81970,rare_location,56,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0,u izgradnji
252,32960,Veternik,16,1.0,grejanje na struju,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,novo
253,68290,Adice,39,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
254,68000,Nova Detelinara,25,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2020.0,u izgradnji
255,116700,Socijalno,43,2.0,grejanje na struju,2,Dvorišni stan,ima lift (1),1,podrum,1,2020.0,renovirano
256,121500,Podbara,68,4.0,centralno grejanje,0,Dvorišni stan,ima lift (1),1,terasa,4,2005.0,uobičajeno stanje
257,80340,Sremska Kamenica,39,2.0,centralno grejanje,0,Dvorišni stan,ima lift (1),1,terasa,1,2023.0,novo
258,164800,Grbavica,60,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,uobičajeno stanje
259,103000,Liman 4,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"dvorište, terasa",4,2023.0,renovirano
260,83500,Liman,36,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2023.0,renovirano
261,265000,Stari Grad,99,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,renovirano
262,299940,Stari Grad,104,4.0,centralno grejanje,1,Salonac,ima lift (1),1,terasa,4,2023.0,renovirano
263,123500,Novo Naselje,65,3.0,centralno grejanje,2,Salonac,ima lift (1),1,terasa,4,2023.0,novo
264,128750,Telep,77,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,1991.0,u izgradnji
265,183340,Bulevar Patrijarha Pavla,81,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,renovirano
266,93700,Stara Detelinara,37,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
267,157500,Petrovaradin,93,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2020.0,uobičajeno stanje
268,74000,Petrovaradin,36,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
269,77250,Telep,33,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,3,2018.0,uobičajeno stanje
270,92700,Bulevar Oslobođenja,34,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2000.0,uobičajeno stanje
271,185400,Stari Grad,63,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,1928.0,uobičajeno stanje
272,144600,Podbara,76,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2000.0,uobičajeno stanje
273,149350,Socijalno,63,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2014.0,uobičajeno stanje
274,154500,Stari Grad,92,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2000.0,uobičajeno stanje
275,99900,Petrovaradin,46,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2019.0,uobičajeno stanje
276,99900,Grbavica,38,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2008.0,uobičajeno stanje
277,139000,Bulevar Oslobođenja,59,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,1985.0,uobičajeno stanje
278,79000,Bulevar Evrope,28,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,7,2016.0,uobičajeno stanje
279,87500,Liman 3,39,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,1982.0,uobičajeno stanje
280,162200,Sremska Kamenica,105,4.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
281,162200,Sremska Kamenica,105,4.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
282,236900,Podbara,96,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2023.0,u izgradnji
283,288000,Stari Grad,104,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1930.0,uobičajeno stanje
284,86400,Petrovaradin,42,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,uobičajeno stanje
285,123000,Grbavica,43,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,novo
286,99000,Liman 4,52,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,lođa,1,2023.0,uobičajeno stanje
287,143220,Nova Detelinara,76,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,lođa,4,2023.0,uobičajeno stanje
288,133900,Bulevar Oslobođenja,63,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,lođa,1,2023.0,uobičajeno stanje
289,133900,Bulevar Oslobođenja,63,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",1,2023.0,uobičajeno stanje
290,92700,Nova Detelinara,40,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,uobičajeno stanje
291,189000,Stari Grad,61,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,renovirano
292,87550,Bulevar Oslobođenja,34,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,renovirano
293,118500,Grbavica,47,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2023.0,renovirano
294,133480,Stari Grad,72,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
295,411000,Rotkvarija,125,5.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
296,111240,Adice,72,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
297,164800,Petrovaradin,80,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,uobičajeno stanje
298,139050,Bulevar Evrope,56,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2016.0,uobičajeno stanje
299,135000,Sajmište,67,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2011.0,uobičajeno stanje
300,181280,Salajka,89,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,uobičajeno stanje
301,220340,Tatarsko Brdo,95,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,uobičajeno stanje
302,111240,Adice,72,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,uobičajeno stanje
303,130000,Adice,83,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"terase (2), lođa",2,2023.0,u izgradnji
304,123600,Cara Dušana,48,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,u izgradnji
305,134000,Grbavica,52,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"podrum, terasa",1,2023.0,renovirano
306,114130,Nova Detelinara,47,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2010.0,renovirano
307,105700,Podbara,54,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2010.0,renovirano
308,123600,Stari Grad,81,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,renovirano
309,103000,Sajmište,41,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2008.0,u izgradnji
310,56650,Detelinara,23,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2001.0,uobičajeno stanje
311,77500,Novo Naselje,50,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2001.0,uobičajeno stanje
312,69220,Adice,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2001.0,uobičajeno stanje
313,283420,Sajmište,105,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2023.0,uobičajeno stanje
314,119850,Salajka,55,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2023.0,uobičajeno stanje
315,72090,Klisa,38,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
316,108560,Železnička stanica,62,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,uobičajeno stanje
317,255750,Sajmište,95,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,uobičajeno stanje
318,283420,Sajmište,105,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
319,283420,Sajmište,105,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,uobičajeno stanje
320,140410,Podbara,59,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
321,37100,Adice,28,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
322,176130,Bulevar Oslobođenja,57,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2022.0,uobičajeno stanje
323,255750,Sajmište,95,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
324,105000,Podbara,44,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,uobičajeno stanje
325,82400,Novo Naselje,55,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2000.0,uobičajeno stanje
326,319000,Stari Grad,110,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2000.0,novo
327,235000,Nova Detelinara,113,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2000.0,renovirano
328,128700,Bulevar Oslobođenja,51,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2000.0,uobičajeno stanje
329,133900,Bulevar Oslobođenja,61,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,14,1970.0,uobičajeno stanje
330,105050,Veternik,57,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,u izgradnji
331,63900,Veternik,28,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,u izgradnji
332,103000,Veternik,57,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,u izgradnji
333,100950,Veternik,55,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,u izgradnji
334,61800,Veternik,28,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,u izgradnji
335,60800,Veternik,26,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,u izgradnji
336,98900,Veternik,55,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,u izgradnji
337,59750,Veternik,26,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,u izgradnji
338,143700,Stari Grad,72,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,1960.0,uobičajeno stanje
339,105050,Sajmište,44,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2006.0,uobičajeno stanje
340,185400,Novo Naselje,90,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2011.0,uobičajeno stanje
341,75200,Bulevar Patrijarha Pavla,26,1.0,etažno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,1900.0,uobičajeno stanje
342,74500,Kej,30,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,1900.0,uobičajeno stanje
343,191770,Telep,89,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,1900.0,uobičajeno stanje
344,58550,Bulevar Evrope,27,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,1900.0,uobičajeno stanje
345,73200,Bulevar Evrope,31,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,1900.0,uobičajeno stanje
346,217000,Bulevar Evrope,105,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,1900.0,uobičajeno stanje
347,162470,Bulevar Evrope,79,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,1900.0,uobičajeno stanje
348,77250,Železnička stanica,41,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,5,1900.0,uobičajeno stanje
349,199000,Rotkvarija,85,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,8,1900.0,novo
350,268000,Cara Dušana,124,5.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,6,1900.0,novo
351,125000,Adice,68,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terase (2),1,1900.0,novo
352,220000,Stari Grad,69,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terase (2),2,2020.0,novo
353,206000,Socijalno,91,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,novo
354,97850,Petrovaradin,43,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,novo
355,152450,Spens,57,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0,renovirano
356,59740,Salajka,27,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2020.0,novo
357,108150,Salajka,40,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,novo
358,67490,Detelinara,26,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,u izgradnji
359,97930,Detelinara,38,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,u izgradnji
360,85910,Petrovaradin,42,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2023.0,u izgradnji
361,119480,Liman 4,53,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
362,92700,Nova Detelinara,40,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,uobičajeno stanje
363,92700,Nova Detelinara,40,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,uobičajeno stanje
364,92700,Nova Detelinara,40,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,uobičajeno stanje
365,95800,Podbara,46,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
366,129000,Nova Detelinara,44,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,u izgradnji
367,218240,Veternik,96,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
368,195700,Salajka,71,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,u izgradnji
369,40790,Salajka,22,1.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,u izgradnji
370,135960,Tatarsko Brdo,75,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,u izgradnji
371,79000,Stari Grad,28,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,novo
372,84980,Nova Detelinara,35,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2006.0,uobičajeno stanje
373,37080,Salajka,18,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2006.0,uobičajeno stanje
374,195700,Grbavica,66,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2006.0,uobičajeno stanje
375,123600,Telep,75,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,uobičajeno stanje
376,140000,Rotkvarija,35,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,9,2010.0,novo
377,150000,Adice,77,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,novo
378,131500,Sajmište,46,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,uobičajeno stanje
379,41000,Socijalno,21,1.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,5,2010.0,novo
380,130000,Sajmište,65,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",2,2010.0,novo
381,145000,Grbavica,59,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",3,2010.0,novo
382,125000,Bulevar Oslobođenja,51,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",5,2010.0,novo
383,105000,Bulevar Patrijarha Pavla,45,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",1,2010.0,novo
384,93000,Podbara,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,podrum,1,2010.0,novo
385,139050,Bulevar Evrope,56,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,novo
386,56650,Salajka,21,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2000.0,novo
387,96850,Bulevar Patrijarha Pavla,34,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
388,87550,Novo Naselje,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
389,195700,Stari Grad,79,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",1,2022.0,uobičajeno stanje
390,291200,Stari Grad,104,4.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,"terasa, lođa",4,1990.0,renovirano
391,70500,Salajka,30,1.0,grejanje na gas,1,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,renovirano
392,64890,Grbavica,24,1.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,3,2010.0,renovirano
393,70967,Telep,29,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,uobičajeno stanje
394,299940,Stari Grad,104,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2010.0,uobičajeno stanje
395,77250,Bulevar Oslobođenja,27,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2010.0,novo
396,126689,Spens,41,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2010.0,novo
397,116780,Bulevar Patrijarha Pavla,49,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,u izgradnji
398,123599,Avijatičarsko Naselje,60,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),1,2010.0,renovirano
399,97850,Nova Detelinara,50,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),6,2010.0,renovirano
400,106500,Grbavica,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),2,2010.0,renovirano
401,164800,Grbavica,67,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),1,2010.0,novo
402,87550,Salajka,27,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,3,2010.0,novo
403,130810,Novo Naselje,59,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,1990.0,novo
404,119479,Liman 4,53,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0,renovirano
405,121550,Petrovaradin,59,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0,u izgradnji
406,128750,Bulevar Oslobođenja,51,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,7,1990.0,u izgradnji
407,218500,Petrovaradin,116,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
408,1,Telep,87,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,1980.0,u izgradnji
409,252300,Stari Grad,85,4.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,3,2017.0,u izgradnji
410,127205,Novo Naselje,65,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,4,1974.0,uobičajeno stanje
411,92700,Telep,58,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,uobičajeno stanje
412,159650,Nova Detelinara,52,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2002.0,novo
413,216600,Stari Grad,74,3.0,centralno grejanje,0,Salonac,ima lift (1),1,"podrum, terasa",3,2002.0,novo
414,72100,Petrovaradin,50,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2002.0,novo
415,103000,Bulevar Oslobođenja,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,9,2002.0,novo
